"Open Houses","Photo","MLS","AR","S","Address","City","BR","Baths(FTHQ)","SqFt","Lot Sz","YB","LP","SP","Lease Terms","Furnished","DOM"
"","22","24-458545","12","LD","6   Northstar St #305","Marina Del Rey","2","1.00 (1 0 0 0)","874","18,541","1969","$6,500","$6,500","1+Year,1-Year,12 Months,24 Months,Negotiable","Both","2"
"","20","25510633","12","LD","13700   Marina Pointe Dr #1225","MARINA DEL REY","2","3.00 (2 0 1 0)","1,431","124,611","2003","$6,500","$6,500","1+Year","Unfurnished","26"
"","25","25505751","12","LD","3512   Via Dolce  ","Marina Del Rey","2","3.00 (2 0 1 0)","1,634","105,178","1978","$6,500","$6,500","1+Year","Unfurnished","2"
"","8","25506738","12","LD","12472   Sanford St ","Los Angeles","4","2.00 (2 0 0 0)","1,743","5,372","1969","$6,500","$6,500","1+Year","Unfurnished","38"
"","25","25510847","12","LD","13011   Mindanao Way #9","Marina Del Rey","2","3.00 (1 1 1 0)","1,575","390,168","1975","$6,500","$6,500","1+Year","Unfurnished","60"
"","21","25510885","12","LD","13600   Marina Pointe Dr #303","Marina Del Rey","2","3.00 (3 0 0 0)","1,746","122,529","1999","$6,500","$6,500","1+Year","Unfurnished","47"
"","39","25-481979","12","LD","122   Buccaneer St #3","Marina Del Rey","2","2.00 (2 0 0 0)","1,550","2,698","1972","$6,500","$6,250","1+Year,1-Year,12 Months,24 Months,Negotiable","Unfurnished","16"
"","22","25543449","12","LD","13336   Maxella Ave #3","Marina Del Rey","3","3.00 (1 1 1 0)","1,585","552,201","1974","$6,500","$6,500","1-Year","Unfurnished","16"
"","15","PV25116163MR","12","LD","13232   Fiji WAY #G","MARINA DEL REY","3","3.00 (1 1 1 0)","1,582","67,071","1969","$6,500","$6,500","1-Year,Other","Unfurnished","17"
"","26","25569619","12","LD","13336   Maxella Ave #4","Marina Del Rey","3","3.00 (3 0 0 0)","1,547","552,201","1974","$6,600","$6,600","1+Year","Unfurnished","14"
"","63","25529831","12","LD","13700   Marina Pointe Dr #1232","Marina Del Rey","2","3.00 (2 0 1 0)","1,441","124,705","2003","$6,600","$6,600","1+Year","Unfurnished","32"
"","54","25494021","12","LD","13700   Marina Pointe Dr #1825","Marina Del Rey","2","3.00 (2 0 1 0)","1,441","124,705","2003","$6,600","$6,600","1-Year","Unfurnished","1"
"","61","25513885","12","LD","13700   Marina Pointe Dr #1504","MARINA DEL REY","2","3.00 (2 0 1 0)","1,240","124,611","2003","$6,600","$6,600","1+Year","Unfurnished","0"
"","18","24-400217","12","LD","4931   Patrae St ","Los Angeles","4","3.00 (3 0 0 0)","2,042","5,013","1971","$6,600","$6,500","1+Year,12 Months","Unfurnished","39"
"","37","25570887","12","LD","13337   BEACH AVE #108","MARINA DEL REY","3","3.00 (3 0 0 0)","2,486","11,252","2013","$6,615","$6,615","1+Year,1-Year","Unfurnished","0"
"","1","25548741","12","LD","30   Driftwood St #9","Marina Del Rey","2","2.00 (2 0 0 0)","1,466","6,953","1973","$6,700","$6,700","1+Year","Unfurnished","37"
"","38","24-380869","12","LD","12913   Gilmore Ave ","Los Angeles","3","4.00 (3 0 1 0)","1,750","3,436","1963","$6,700","$6,600","1+Year,1-Year,Negotiable,12 Months,24 Months","Unfurnished","13"
"","35","24-474365","12","LD","4711   La Villa Marina  #H","Marina Del Rey","3","3.00 (2 0 1 0)","1,932","65,854","1966","$6,700","$7,200","1+Year,1-Year","Unfurnished","6"
"","25","25496465","12","LD","4206   Redwood Ave ","Los Angeles","2","1.00 (1 0 0 0)","1,112","4,873","1947","$6,750","$6,550","1+Year","Both","13"
"","34","24-428263","12","LD","33   Reef St #2","Marina Del Rey","2","3.00 (3 0 0 0)","1,631","8,374","1973","$6,800","$6,800","1+Year","Unfurnished","16"
"","33","25543969","12","LD","4267   Marina City Dr #106","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","0","","$6,850","$6,850","1+Year,1-Year,12 Months,24 Months","Furnished","8"
"","22","25509535","12","LD","21   Topsail St #4","Marina Del Rey","3","2.00 (2 0 0 0)","1,485","3,090","1965","$6,897","$6,897","1+Year","Unfurnished","8"
"","1","24-453349","12","LD","13320   Beach Ave #403","Marina Del Rey","2","2.00 (2 0 0 0)","1,680","21,017","2006","$6,900","$6,900","1+Year,Renewal Options,6 Months,1-Year,12 Months","Unfurnished","51"
"","1","24-354689","12","LD","3119   Via Dolce  #310","Marina Del Rey","3","3.00 (2 0 1 0)","2,000","33,901","2010","$6,900","$6,900","1+Year","Unfurnished","68"
"","12","24-409189","12","LD","3119   Via Dolce  #311","Marina Del Rey","3","3.00 (2 0 1 0)","2,000","33,901","2010","$6,900","$6,900","1+Year","Unfurnished","92"
"","39","24-402887","12","LD","4428  S Riley Dr ","Los Angeles","3","4.00 (4 0 0 0)","1,799","1,726","","$6,950","$6,950","1+Year,Negotiable","Unfurnished","52"
"","34","24-372233","12","LD","12511   Rosy Cir ","Los Angeles","4","3.00 (3 0 0 0)","2,552","5,363","1972","$6,950","$6,950","1+Year","Unfurnished","166"
"","23","24-427769","12","LD","17   Ironsides St ","Marina Del Rey","2","1.00 (1 0 0 0)","978","3,149","1922","$6,950","$6,750","1+Year","Unfurnished","11"
"","1","25554601","12","LD","13229   Fiji Way #D","Marina Del Rey","3","3.00 (2 0 1 0)","1,932","87,656","1968","$6,950","$6,950","1+Year","Both","24"
"","14","25556601","12","LD","14   Mast St #4","Marina Del Rey","2","2.00 (2 0 0 0)","1,600","3,151","1973","$6,995","$7,000","1+Year","Both","7"
"","1","25523079","12","LD","13030   Mindanao Way #5","Marina Del Rey","2","3.00 (3 0 0 0)","1,646","130,721","1977","$6,995","$6,995","1+Year","Unfurnished","15"
"","30","24-455665","12","LD","14   Privateer St #1","Marina Del Rey","2","2.00 (2 0 0 0)","1,300","3,147","1969","$6,995","$6,995","1+Year,1-Year,12 Months,24 Months,Negotiable","Unfurnished","16"
"","36","24-394109","12","LD","13650   MARINA POINTE DR #807","MARINA DEL REY","2","2.00 (2 0 0 0)","1,795","31,647","2006","$6,995","$7,000","1-Year","Unfurnished","53"
"","26","24-397547","12","LD","6   Northstar St #301","Marina Del Rey","2","2.00 (2 0 0 0)","990","18,541","1969","$6,999","$6,999","1+Year,Negotiable","Unfurnished","33"
"","26","24-407809","12","LD","4316   Marina City Dr #333","Marina Del Rey","3","2.00 (2 0 0 0)","1,722","100,000","1972","$7,000","$7,000","Month-to-Month,Other,Negotiable,Short Term Lease,6 Months,1-Year,1+Year,Season","Furnished","39"
"","48","24-410981","12","LD","13650   Marina Pointe Dr #905","Marina Del Rey","2","2.00 (2 0 0 0)","1,714","31,647","2006","$7,000","$7,000","1+Year","Unfurnished","12"
"","38","24-383993","12","LD","4335   Marina City Dr  #1146","Marina Del Rey","3","2.00 (2 0 0 0)","1,722","60,000","","$7,000","$7,000","1+Year","Unfurnished","57"
"","32","24-368829","12","LD","13700   Marina Pointe Dr #1402","Marina Del Rey","2","3.00 (2 0 1 0)","1,630","124,705","2003","$7,000","$7,000","1+Year","Unfurnished","29"
"","1","24-458091","12","LD","4057   Beethoven St ","Los Angeles","3","3.00 (2 0 1 0)","1,200","4,956","1924","$7,000","$7,000","1+Year","Unfurnished","6"
"","61","24-470469","12","LD","3832   Via Dolce  ","Marina Del Rey","3","3.00 (2 0 1 0)","1,612","105,205","1978","$7,000","$7,400","1+Year","Both","34"
"","56","24-475269","12","LD","4267   Marina City Dr #102","Marina Del Rey","2","2.00 (1 1 0 0)","1,422","1,422","","$7,000","$7,000","6 Months","Furnished","25"
"","22","25-475517","12","LD","11929   Wagner St ","Culver City","2","1.00 (1 0 0 0)","1,270","6,251","1941","$7,000","$7,000","1+Year","Unfurnished","61"
"","22","24-438331","12","LD","11929   Wagner St ","Culver City","2","1.00 (1 0 0 0)","1,270","6,251","1941","$7,000","$7,000","Other,1+Year","Unfurnished","18"
"","38","24-454893","12","LD","24   Westwind St #F","Marina Del Rey","2","3.00 (2 0 1 0)","1,301","6,142","1973","$7,000","$7,000","1+Year","Unfurnished","20"
"","17","25532479","12","LD","4435   Alla Rd #2","Marina Del Rey","3","3.00 (3 0 0 0)","1,707","130,721","1977","$7,000","$7,000","1+Year","Unfurnished","7"
"","12","CV24065106MR","12","LD","12812  W Greene  ","LOS ANGELES","2","2.00 (2 0 0 0)","943","6,051","1948","$7,000","$7,000","","Unfurnished","141"
"","40","25-486073","12","LD","12626   Greene Ave ","Los Angeles","2","3.00 (2 0 1 0)","1,570","4,232","1949","$7,135","$7,135","1+Year","Unfurnished","13"
"","1","24-368239","12","LD","310   Washington Blvd #406","Marina Del Rey","3","3.00 (3 0 0 0)","1,960","8,806","2012","$7,200","$7,200","1+Year","Unfurnished","13"
"","61","24-358789","12","LD","3832   Via Dolce  ","Marina Del Rey","3","3.00 (2 0 1 0)","1,612","105,205","1978","$7,200","$7,000","1+Year","Both","68"
"","42","24-383161","12","LD","20   Ironsides St #12","Marina Del Rey","2","2.00 (1 0 1 0)","1,559","16,934","1978","$7,250","$7,250","1+Year,1-Year,Negotiable","Unfurnished","24"
"","28","24-377055","12","LD","13600   Marina Pointe Dr #1403","Marina Del Rey","2","3.00 (2 0 1 0)","1,855","122,916","1999","$7,250","$7,250","1+Year","Unfurnished","51"
"","41","24-443255","12","LD","4121   Tivoli Ave ","Los Angeles","3","3.00 (1 2 0 0)","1,625","5,001","1935","$7,250","$7,250","1+Year","Unfurnished","14"
"","49","SR25034643MR","12","LD","13220   Admiral AVE #J","MARINA DEL REY","3","2.00 (2 0 0 0)","1,932","85,924","1967","$7,250","$7,250","1-Year,Negotiable,Other","","21"
"","36","82014788ML","12","LD","12553   Woodgreen ST ","Los Angeles","3","3.00 (3 0 0 0)","1,668","6,424","1941","$7,275","$7,275","Deposit Required","","2"
"","49","24-448721","12","LD","13600   Marina Pointe Dr #702","Marina Del Rey","2","3.00 (2 0 1 0)","1,885","122,529","1999","$7,295","$7,000","1+Year","Both","60"
"","37","SB24075016MR","12","LD","13600   Marina Pointe Dr ","MARINA DEL REY","2","3.00 (2 0 1 0)","1,900","122,529","1999","$7,350","$7,350","1-Year,Negotiable,Other","Furnished","16"
"","37","SB25145761MR","12","LD","13600   Marina Pointe Dr #1205","MARINA DEL REY","2","3.00 (2 0 1 0)","1,900","122,529","1999","$7,350","$7,100","1-Year,Negotiable,Other","Furnished","43"
"","36","25526807","12","LD","12913   Gilmore Ave ","Los Angeles","3","4.00 (3 0 1 0)","1,750","3,436","1963","$7,370","$7,370","1+Year,12 Months","Unfurnished","7"
"","19","24-426735","12","LD","22   Union Jack St #2","Marina Del Rey","3","3.00 (3 0 0 0)","1,890","3,150","1966","$7,395","$7,395","1+Year,1-Year,12 Months,24 Months,Negotiable,Other","Unfurnished","52"
"","38","24-463767","12","LD","13650   Marina Pointe Dr #903","Marina Del Rey","2","3.00 (2 0 1 0)","1,780","31,659","2006","$7,400","$7,300","1+Year","Unfurnished","49"
"","1","24-418687","12","LD","13700   Marina Pointe Dr #704","Marina Del Rey","2","2.00 (2 0 0 0)","1,240","124,705","2003","$7,495","$7,300","1+Year","Unfurnished","85"
"","33","24-419353","12","LD","13600   Marina Pointe Dr #1515","Marina Del Rey","2","3.00 (3 0 0 0)","2,295","122,880","1999","$7,500","$7,500","1+Year,Negotiable,Other,6 Months,24 Months,12 Months","Furnished","69"
"","26","24-402713","12","LD","6   Northstar St #206","Marina Del Rey","2","2.00 (2 0 0 0)","961","18,541","1969","$7,500","$7,000","1+Year,1-Year,12 Months,24 Months,Negotiable,Other","Both","64"
"","32","24-394489","12","LD","3121  W Stanford Ave ","Marina Del Rey","4","3.00 (3 0 0 0)","2,200","4,016","1951","$7,500","$7,000","1+Year,Negotiable","Unfurnished","52"
"","39","24-377372","12","LD","13700   MARINA POINTE DR #1602","MARINA DEL REY","2","3.00 (2 0 1 0)","1,630","124,622","2003","$7,500","$7,500","1+Year","Unfurnished","60"
"","33","23-324037","12","LD","13600   Marina Pointe Dr #1515","Marina Del Rey","2","3.00 (3 0 0 0)","2,295","122,880","1999","$7,500","$7,500","1+Year,Negotiable,Other,6 Months,24 Months,12 Months","Furnished","214"
"","18","24-342771","12","LD","3111   VIA DOLCE  #502","MARINA DEL REY","2","3.00 (2 0 1 0)","1,550","27,349","2010","$7,500","$7,500","1-Year","Furnished","134"
"","49","24-439633","12","LD","3111   Via Dolce  #404","Marina Del Rey","2","3.00 (2 0 1 0)","1,830","27,345","2010","$7,500","$7,500","1+Year,6 Months,Negotiable,Short Term Lease,1-Year,12 Months","Furnished","193"
"","22","25534267","12","LD","3305   Ocean Front Walk #1","Marina Del Rey","2","2.00 (2 0 0 0)","1,200","2,520","1960","$7,500","$7,500","1+Year,Negotiable,Season,1-Year","Both","11"
"","32","25549865","12","LD","13650   Marina Pointe Dr #1409","Marina Del Rey","2","3.00 (2 0 1 0)","1,735","31,647","2006","$7,500","$7,500","1+Year","Unfurnished","8"
"","54","25-489423","12","LD","12580   Rosy Cir ","Los Angeles","4","3.00 (2 0 1 0)","2,096","5,162","1972","$7,500","$8,250","1-Year,1+Year","Unfurnished","11"
"","1","25516207","12","LD","13700   Marina Pointe Dr #925","Marina Del Rey","2","3.00 (2 0 1 0)","1,431","124,705","2003","$7,500","$7,500","1+Year","Unfurnished","0"
"","36","82011595ML","12","LD","12553   Woodgreen ST ","Los Angeles","3","3.00 (3 0 0 0)","1,668","6,424","1941","$7,500","$8,000","Deposit Required","","8"
"","18","25556467","12","LD","3809   Esplanade  ","Los Angeles","3","3.00 (3 0 0 0)","","3,800","","$7,500","$7,500","Negotiable","Furnished","7"
"","28","25549295","12","LD","13600   MARINA POINTE DR #1703","MARINA DEL REY","2","3.00 (2 0 1 0)","1,855","122,916","1999","$7,600","$7,500","1+Year","Unfurnished","8"
"","19","24-449097","12","LD","310   Washington Blvd #503","Marina Del Rey","2","3.00 (3 0 0 0)","1,950","9,915","2012","$7,700","$7,700","1+Year","Both","7"
"","37","24-469097","12","LD","4609   Alla Rd #3","Marina Del Rey","2","3.00 (2 0 1 0)","1,912","196,139","1977","$7,700","$7,700","1+Year,1-Year,Negotiable","Both","40"
"","16","TR24111114MR","12","LD","27   Buccaneer ST ","VENICE","3","3.00 (3 0 0 0)","1,850","3,081","1956","$7,750","$7,750","","Unfurnished","39"
"","25","24-453153","12","LD","130   Fleet St ","Marina Del Rey","3","4.00 (3 0 1 0)","2,200","2,704","1999","$7,795","$7,795","1+Year","Unfurnished","34"
"","1","25508513","12","LD","310   Washington Blvd #406","Marina Del Rey","3","3.00 (3 0 0 0)","1,960","8,806","2012","$7,900","$7,900","1+Year","Unfurnished","9"
"","20","CV25007688MR","12","LD","4335   Marina City Drive ","MARINA DEL REY","1","1.00 (1 0 0 0)","935","","1970","$7,950","$7,950","Month-to-Month","Furnished","2"
"","18","24-450889","12","LD","1   Northstar St #103","Marina Del Rey","2","2.00 (2 0 0 0)","1,140","11,096","1973","$7,950","$8,633","Negotiable,Month-to-Month,1+Year,1-Year,Season","Furnished","95"
"","40","25-478635","12","LD","13700   MARINA POINTE DR #1423","MARINA DEL REY","2","2.00 (2 0 0 0)","1,724","124,611","2003","$7,995","$8,000","1+Year","Unfurnished","7"
"","1","24-390491","12","LD","4337   Marina City Dr #PH42","Marina Del Rey","3","3.00 (2 0 1 0)","2,652","0","","$7,999","$8,250","1+Year","Unfurnished","10"
"","18","24-387137","12","LD","13082   MINDANAO WAY #18","MARINA DEL REY","3","3.00 (2 0 1 0)","2,217","538,720","1980","$8,000","$7,750","1-Year","Unfurnished","9"
"","66","24-400609","12","LD","4335   Marina City Drive  #PH35","Marina Del Rey","2","3.00 (1 1 1 0)","","2,850","","$8,000","$7,000","1+Year","Unfurnished","68"
"","36","24-413021","12","LD","21   Union Jack St ##4","Marina Del Rey","3","3.00 (2 0 1 0)","1,850","3,150","1969","$8,000","$8,000","1+Year,12 Months","Furnished","45"
"","46","23-327119","12","LD","13700   Marina Pointe Dr #429","Marina Del Rey","3","4.00 (3 0 1 0)","2,100","124,662","2003","$8,000","$8,000","1+Year","Furnished","170"
"","41","24-383079","12","LD","13356   Beach Ave ","Marina Del Rey","3","2.00 (2 0 0 0)","1,675","4,606","2023","$8,000","$8,500","1+Year,1-Year,6 Months,Month-to-Month,Season,Short Term Lease,Weekly,Negotiable","Both","52"
"","36","24-378439","12","LD","13600   Marina Pointe Dr #705","Marina Del Rey","2","3.00 (2 0 1 0)","1,900","122,529","1999","$8,000","$8,000","1+Year","Unfurnished","44"
"","42","TR25104246MR","12","LD","310   Washington BLVD #304","MARINA DEL REY","3","3.00 (3 0 0 0)","1,960","8,723","2012","$8,000","$8,000","1-Year","Unfurnished","24"
"","35","PW25124748MR","12","LD","12427   Milton ST ","LOS ANGELES","3","3.00 (3 0 0 0)","2,625","21,600","1942","$8,000","$8,000","1+Year,1-Year,Negotiable","Unfurnished","31"
"","1","25508925","12","LD","13036   Mindanao Way #4","Marina Del Rey","2","3.00 (3 0 0 0)","1,912","130,721","1977","$8,000","$8,000","1+Year","Both","9"
"","1","SR25032242MR","12","LD","13600   Marina Pointe Dr #512","MARINA DEL REY","2","3.00 (2 0 1 0)","1,835","122,916","1999","$8,085","$8,085","1-Year","Unfurnished","6"
"","22","25496263","12","LD","2   KETCH ST #102","MARINA DEL REY","2","2.00 (2 0 0 0)","979","18,823","1971","$8,250","$8,250","1+Year","Both","2"
"","61","SR24097174MR","12","LD","13082   Mindanao WAY #1","MARINA DEL REY","2","3.00 (3 0 0 0)","2,217","538,904","1980","$8,300","$8,200","1-Year","Unfurnished","4"
"","56","SR25050549MR","12","LD","13107   Mindanao WAY #3","MARINA DEL REY","3","3.00 (2 0 1 0)","1,585","552,201","1974","$8,400","$15,000","1-Year,Negotiable,Other","Furnished","39"
"","40","25-486465","12","LD","17   Hurricane St #2","Marina Del Rey","3","2.00 (2 0 0 0)","1,500","3,153","1911","$8,470","$8,470","1+Year,1-Year","Furnished","16"
"","27","24-393457","12","LD","11   VOYAGE ST ","VENICE","3","3.00 (3 0 0 0)","1,800","3,151","1986","$8,495","$8,495","1+Year","Both","79"
"","25","24-383153","12","LD","12831   Admiral Ave ","Los Angeles","4","4.00 (3 1 0 0)","2,700","5,631","1951","$8,500","$8,200","1+Year","Unfurnished","201"
"","30","25-478397","12","LD","3111   Via Dolce  #402","Marina Del Rey","2","3.00 (2 0 1 0)","1,550","27,336","2010","$8,500","$8,250","1+Year,1-Year,Negotiable","Unfurnished","9"
"","45","24-465527","12","LD","13650   MARINA POINTE DR #1507","MARINA DEL REY","2","2.00 (2 0 0 0)","1,901","31,650","2006","$8,500","$8,500","Negotiable","Furnished","28"
"","23","24-433025","12","LD","13700   Marina Pointe Dr #1916","Marina Del Rey","2","3.00 (3 0 0 0)","1,770","124,705","2003","$8,500","$8,000","1+Year","Unfurnished","28"
"","5","25499207","12","LD","7   Fleet St #101","Marina Del Rey","2","2.00 (2 0 0 0)","950","11,089","1968","$8,500","$9,000","1+Year","Furnished","21"
"","45","25497263","12","LD","13650   MARINA POINTE DR #1507","MARINA DEL REY","2","2.00 (2 0 0 0)","1,901","31,650","2006","$8,500","$8,700","Negotiable","Furnished","7"
"","39","25548807","12","LD","115   Galleon St #A","Marina Del Rey","3","3.00 (3 0 0 0)","2,000","2,706","1988","$8,500","$8,500","1+Year","Unfurnished","15"
"","75","25-489903","12","LD","13700   Marina Pointe Dr #1203","Marina Del Rey","2","3.00 (2 0 1 0)","1,481","124,670","2003","$8,750","$8,750","1+Year","Furnished","2"
"","22","24-380877","12","LD","2   Ketch St #107","Marina Del Rey","2","2.00 (2 0 0 0)","1,002","18,828","1971","$8,750","$8,500","1+Year,Negotiable,1-Year","Unfurnished","29"
"","23","24-359153","12","LD","3111   Via Dolce  #602","Marina Del Rey","2","3.00 (2 0 1 0)","1,550","27,336","2010","$8,755","$8,000","1+Year","Furnished","208"
"","61","25526013","12","LD","13700   Marina Pointe Dr #1715","Marina Del Rey","2","3.00 (2 0 1 0)","1,952","124,670","2003","$8,800","$8,800","1+Year","Both","18"
"","37","LG24045530MR","12","LD","13080   Mindanao WAY #85","MARINA DEL REY","3","3.00 (2 0 1 0)","2,217","538,756","1980","$8,800","$8,600","1-Year","Unfurnished","41"
"","41","OC24050059MR","12","LD","905   Dickson Street ","MARINA DEL REY","4","4.00 (3 0 1 0)","2,450","3,004","1989","$8,800","$9,000","1-Year","Unfurnished","92"
"","17","24-375358","12","LD","5209   Ocean Front Walk #202","Marina Del Rey","2","3.00 (0 2 1 0)","2,315","9,272","1976","$8,900","$8,300","1+Year","Unfurnished","94"
"","25","25537905","12","LD","15   Quarterdeck St ","Marina Del Rey","2","2.00 (2 0 0 0)","1,076","3,150","1924","$8,950","$8,950","1+Year,12 Months,1-Year","Unfurnished","24"
"","1","25526533","12","LD","13600   MARINA POINTE DR #1709","MARINA DEL REY","2","3.00 (2 0 1 0)","2,075","122,880","1999","$8,995","$8,625","1+Year","Unfurnished","105"
"","45","24-368823","12","LD","36   ANCHORAGE ST #Penthouse","MARINA DEL REY","3","4.00 (3 0 1 0)","2,000","3,820","1986","$8,995","$8,700","1+Year","Unfurnished","20"
"","71","24-442195","12","LD","18   Union Jack St #302","Marina Del Rey","2","3.00 (3 0 0 0)","1,950","6,075","1974","$8,995","$9,500","1+Year,1-Year,Month-to-Month,Negotiable,Season,Other","Furnished","103"
"","25","24-398693","12","LD","310   Washington Blvd #201","Marina Del Rey","3","3.00 (3 0 0 0)","2,090","16,300","2012","$9,000","$9,000","12 Months,1+Year","Furnished","202"
"","38","25526109","12","LD","29   Lighthouse St #2","Venice","3","2.00 (2 0 0 0)","1,935","3,859","1987","$9,000","$9,000","1+Year","Unfurnished","3"
"","23","25537987","12","LD","746   Howard St ","Marina Del Rey","3","3.00 (2 0 1 0)","2,100","3,000","1966","$9,000","$9,000","1+Year","Unfurnished","10"
"","41","25-480397","12","LD","13600   Marina Pointe Dr #901","Marina Del Rey","2","3.00 (2 0 1 0)","1,945","122,529","1999","$9,500","$9,500","1+Year","Furnished","2"
"","35","25-490331","12","LD","952   PRINCETON DR ","VENICE","4","3.00 (1 2 0 0)","1,868","5,266","1967","$9,500","$9,500","1+Year,Negotiable","Both","11"
"","23","25568221","12","LD","13082   Mindanao Way #11","Marina Del Rey","3","4.00 (4 0 0 0)","2,370","538,904","1980","$9,500","$9,500","1+Year,Negotiable","Unfurnished","20"
"","46","24-370409","12","LD","29   Yawl St #A","Marina Del Rey","2","2.00 (1 1 0 0)","1,650","2,400","1969","$9,500","$9,500","1+Year","Unfurnished","91"
"","42","24-440389","12","LD","13700   Marina Pointe Dr #1801","Marina Del Rey","2","3.00 (2 0 1 0)","1,879","124,670","2003","$9,500","$9,000","1+Year","Unfurnished","108"
"","27","24-473357","12","LD","12859   Greene Ave ","Los Angeles","4","2.00 (2 0 0 0)","1,788","5,733","1948","$9,500","$9,000","1+Year","Unfurnished","19"
"","25","SB24111250MR","12","LD","929   Dickson ST ","MARINA DEL REY","4","3.00 (3 0 0 0)","2,698","5,343","1920","$9,800","$9,800","1-Year","Unfurnished","10"
"","23","25-480563","12","LD","3215   Ocean Front Walk #101","Marina Del Rey","3","3.00 (3 0 0 0)","1,489","2,520","1968","$9,900","$9,900","12 Months","Furnished","8"
"","40","24-385965","12","LD","3109   Carter Ave ","Marina Del Rey","5","3.00 (3 0 0 0)","2,474","4,335","1950","$9,900","$9,900","1+Year","Both","68"
"","16","23-330059","12","LD","3028   Stanford Ave ","Marina Del Rey","3","3.00 (3 0 0 0)","1,874","4,017","1926","$10,000","$9,000","Short Term Lease,6 Months,Month-to-Month","Furnished","272"
"","22","24-394953","12","LD","12701   Admiral Ave ","Los Angeles","4","3.00 (3 0 0 0)","2,088","5,002","1950","$10,000","$10,000","Short Term Lease,Other","Furnished","56"
"","37","25-480275","12","LD","4   Jib St #2","Marina Del Rey","2","3.00 (2 0 1 0)","2,061","18,540","1973","$10,000","$10,000","1+Year,1-Year","Unfurnished","4"
"","20","24-473951","12","LD","18   Union Jack St #301","Marina Del Rey","2","3.00 (3 0 0 0)","1,958","6,077","1974","$10,000","$10,000","1+Year,Month-to-Month,Negotiable,Season,Other","Both","24"
"","33","SR24104277MR","12","LD","1   Northstar ST #104","MARINA DEL REY","2","3.00 (2 0 1 0)","1,724","11,093","1973","$10,000","$9,000","","Furnished","62"
"","33","25496265","12","LD","5113   Ocean Front Walk ","Marina Del Rey","2","3.00 (2 0 1 0)","0","5,039","1992","$10,000","$10,000","12 Months","Unfurnished","2"
"","16","25-489293","12","LD","3028   Stanford Ave ","Marina Del Rey","3","3.00 (3 0 0 0)","1,874","4,017","1926","$10,000","$10,000","Short Term Lease,6 Months,Month-to-Month","Furnished","89"
"","22","25545515","12","LD","12701   Admiral Ave ","Los Angeles","4","3.00 (3 0 0 0)","2,088","5,002","1950","$10,000","$10,000","Short Term Lease,Other","Both","20"
"","32","25540151","12","LD","12544   Presnell St ","Los Angeles","4","3.00 (2 0 1 0)","2,110","5,147","1968","$10,500","$10,500","1-Year,Negotiable","Both","10"
"","23","24-457908","12","LD","1   Driftwood St #3","Marina Del Rey","2","3.00 (2 0 1 0)","1,509","5,103","1972","$10,500","$11,500","1+Year","Furnished","13"
"","65","25-477485","12","LD","13600   MARINA POINTE DR #PH 1911","MARINA DEL REY","2","3.00 (3 0 0 0)","1,980","122,916","1999","$10,700","$11,330","1+Year","Unfurnished","6"
"","31","25558707","12","LD","929   Dickson St ","Marina Del Rey","4","3.00 (3 0 0 0)","2,698","5,343","1920","$10,750","$10,750","1-Year","Unfurnished","5"
"","30","24-465267","12","LD","4   Jib St #3","Marina Del Rey","2","3.00 (3 0 0 0)","1,900","18,540","1971","$10,995","$10,995","1+Year,1-Year,6 Months,Negotiable,12 Months","Both","55"
"","25","24-421007","12","LD","29   Lighthouse St #3PH","Venice","4","3.00 (3 0 0 0)","2,628","3,859","1987","$10,995","$10,995","1+Year","Unfurnished","8"
"","61","SR24222004MR","12","LD","1020   Harbor Crossing LN ","MARINA DEL REY","4","5.00 (4 0 1 0)","3,354","9,483","2000","$11,000","$14,000","","Unfurnished","81"
"","25","25499835","12","LD","120 1/2  Galleon St ","Marina Del Rey","3","3.00 (3 0 0 0)","2,300","2,631","1999","$11,250","$11,250","1+Year,12 Months,Negotiable,6 Months","Furnished","3"
"","60","24-421521","12","LD","115   Roma Ct ","Marina Del Rey","3","3.00 (2 0 1 0)","2,897","3,329","1986","$11,450","$11,450","1+Year,Negotiable","Unfurnished","2"
"","51","24-443545","12","LD","15   Voyage St ","Marina Del Rey","3","4.00 (4 0 0 0)","0","3,151","1986","$11,500","$11,500","1+Year","Unfurnished","115"
"","1","25532219","12","LD","3012   Yale Ave ","Marina Del Rey","3","4.00 (4 0 0 0)","2,268","4,017","1946","$12,000","$11,620","1+Year,24 Months","Both","64"
"","23","25-483927","12","LD","925   Dickson St ","Marina Del Rey","3","3.00 (3 0 0 0)","2,136","4,809","1952","$12,500","$11,500","1+Year,6 Months,Short Term Lease,Renewal Options,12 Months,1-Year","Furnished","39"
"","75","23-320839","12","LD","4335   Marina City  #PH 33","Marina Del Rey","3","3.00 (1 1 0 1)","2,850","2,860","","$12,500","$12,500","Negotiable","Furnished","75"
"","12","24-386117","12","LD","5205   Ocean Front Walk #203","Venice","3","4.00 (3 0 1 0)","2,802","9,269","1976","$12,500","$12,500","1+Year","Unfurnished","45"
"","35","24-448097","12","LD","3412   Ocean Front Walk #201","Marina Del Rey","3","3.00 (3 0 0 0)","2,010","6,019","1971","$12,900","$16,500","1+Year,1-Year,12 Months,24 Months,Month-to-Month,Negotiable,Renewal Options","Unfurnished","101"
