Open Houses,Photo,MLS,AR,Type,S,Address,City,BR,Baths(FTHQ),SqFt,LP $/SqFt,LP,SP,HOD,Lot Sz,YB,DOM,latitude,longitude,unit_count
,62.0,25521023,11,SFR,S,734   Milwood Ave ,Venice,5.0,5.00 (1 2 2 0),1895.0,"$1,767.81","$3,350,000","$3,100,000",,"5,403",1925.0,41,33.9931376,-118.4629148,
,41.0,25521029,11,SFR,S,649   Indiana Ave ,Venice,3.0,2.00 (1 1 0 0),,$0,"$2,275,000","$2,150,000",,"4,802",1954.0,46,33.9968674,-118.4682273,
,1.0,25522893,11,SFR,S,1215   Appleton Way ,Venice,8.0,11.00 (8 0 3 0),8564.0,"$1,576.37","$13,500,000","$9,500,000",,"21,783",2016.0,28,34.0030239,-118.4569417,
,15.0,25523387,11,SFR,S,209   Ruth Ave ,Venice,2.0,3.00 (2 0 1 0),1341.0,"$1,398.21","$1,875,000","$2,065,000",,"4,243",1951.0,7,34.000833,-118.4726745,
,1.0,25523563,11,SFR,S,935   Sunset Ave ,Venice,3.0,2.00 (2 0 0 0),1435.0,"$1,808.36","$2,595,000","$2,585,000",,"4,496",1961.0,10,34.0025223,-118.4637601,
,40.0,25523611,11,SFR,S,2439   Louella Ave ,Venice,5.0,3.00 (3 0 0 0),2443.0,$818.26,"$1,999,000","$1,920,000",,"5,851",1960.0,34,33.998927,-118.4502807,
,43.0,25523825,11,SFR,S,637   Vernon Ave ,Venice,3.0,2.00 (2 0 0 0),1918.0,"$1,172.58","$2,249,000","$2,179,000",,"4,803",1907.0,71,33.9974749,-118.4689489,
,46.0,25524215,11,SFR,S,1122   Grant Ave ,Venice,2.0,1.00 (1 0 0 0),1493.0,"$1,336.24","$1,995,000","$2,200,000",,"4,197",1929.0,11,33.9841779,-118.466189,
,22.0,25524263,11,SFR,S,25   18TH AVE ,VENICE,4.0,4.00 (4 0 0 0),2455.0,"$1,017.92","$2,499,000","$2,400,000",,"2,641",1986.0,46,33.9862624,-118.47217,
,26.0,25524883,11,SFR,S,2008   Penmar Ave ,Venice,3.0,3.00 (2 0 1 0),2007.0,"$1,043.85","$2,095,000","$2,074,565",$140.00,"62,999",1996.0,7,33.999669,-118.454673,
,37.0,25525341,11,SFR,S,49   Ozone Ave ,Venice,4.0,4.00 (4 0 0 0),3521.0,"$1,274.92","$4,489,000","$4,369,804",,"2,995",1908.0,15,33.9959968,-118.4799905,
,31.0,25525545,11,SFR,S,1378   Appleton Way ,Venice,6.0,4.00 (4 0 0 0),4860.0,"$1,357.00","$6,595,000","$6,750,000",,"10,898",2010.0,4,34.0048635,-118.4530864,
,1.0,25525777,11,SFR,S,1512   Glenavon Ave ,Venice,2.0,1.00 (1 0 0 0),850.0,"$2,176.47","$1,850,000","$1,850,000",,"5,970",1949.0,0,34.0061885,-118.4552037,
,43.0,25525855,11,SFR,S,524   Rialto Ave ,Venice,5.0,5.00 (4 0 1 0),3594.0,"$1,389.82","$4,995,000","$4,941,351",,"5,102",2009.0,9,33.9890174,-118.4664419,
,43.0,25525939,11,SFR,S,2222   Superior Ave ,Venice,3.0,2.00 (2 0 0 0),2304.0,$867.62,"$1,999,000","$2,215,000",,"8,526",1913.0,11,33.9963335,-118.4533924,
,2.0,25526057,11,SFR,S,710   California Ave ,Venice,4.0,5.00 (1 4 0 0),3738.0,"$1,371.05","$5,125,000","$5,114,600",,"5,370",2018.0,0,33.9933247,-118.4640587,
,1.0,25526093,11,SFR,S,125   Breeze Ave ,Venice,3.0,2.00 (2 0 0 0),1355.0,"$1,697.42","$2,300,000","$2,350,000",,"2,250",1912.0,25,33.991442,-118.4744621,
,25.0,25526526,11,SFR,S,1102   Oakwood Ave ,Venice,3.0,1.00 (1 0 0 0),1090.0,"$1,375.23","$1,499,000","$1,640,000",,"4,450",1947.0,14,33.9956182,-118.4638859,
,1.0,25526889,11,SFR,S,915   Nowita Pl ,Venice,3.0,3.00 (3 0 0 0),1905.0,"$1,572.18","$2,995,000","$2,940,000",,"3,400",1939.0,4,33.9954119,-118.4592419,
,8.0,25530859,11,SFR,S,236   5th Ave ,Venice,4.0,4.00 (4 0 0 0),3204.0,$685.08,"$2,195,000","$2,185,000",,"4,139",1925.0,44,33.9988787,-118.4751051,
,1.0,25531555,11,SFR,S,1411   Linden Ave ,Venice,2.0,1.00 (1 0 0 0),684.0,$952.49,"$651,500","$875,000",,"1,808",1921.0,19,33.995995,-118.46151,
,24.0,25531949,11,SFR,S,1352   Palms Blvd ,Venice,7.0,6.00 (5 0 1 0),4480.0,$892.41,"$3,998,000","$3,650,000",,"10,896",1923.0,34,33.999325,-118.4577264,
,28.0,25532011,11,SFR,S,434   Carroll Canal  ,Venice,3.0,3.00 (2 0 1 0),,$0,"$4,625,000","$4,625,000",,"2,850",1954.0,3,33.9853545,-118.4664188,
,39.0,25532173,11,SFR,S,214   Linnie Canal  ,Venice,3.0,3.00 (3 0 0 0),2039.0,"$1,618.44","$3,300,000","$3,245,000",,"2,847",1988.0,4,33.9843062,-118.4675929,
,11.0,25532317,11,SFR,S,717   California Ave ,Venice,2.0,1.00 (1 0 0 0),773.0,"$4,204.40","$3,250,000","$2,995,000",,"8,209",1954.0,53,33.993814,-118.463948,
,40.0,25535623,11,SFR,S,3000   Beach Ave ,Venice,2.0,2.00 (2 0 0 0),1020.0,"$1,593.14","$1,625,000","$1,658,250",,"3,838",1942.0,8,33.983556,-118.4607644,
,44.0,25536699,11,SFR,S,630   Brooks Ave ,Venice,3.0,3.00 (3 0 0 0),1933.0,"$1,652.87","$3,195,000","$3,200,000",,"5,196",1948.0,11,33.9957653,-118.4679119,
,22.0,25539281,11,SFR,S,746   Brooks Ave ,Venice,4.0,4.00 (3 0 1 0),2208.0,$903.53,"$1,995,000","$1,975,000",,"2,293",2018.0,26,33.9971979,-118.4652291,
,42.0,25540193,11,SFR,S,2228   Walnut Ave ,Venice,3.0,3.00 (3 0 0 0),2600.0,$884.62,"$2,300,000","$2,400,000",,"5,845",1990.0,13,33.9976674,-118.4517944,
,1.0,25541379,11,SFR,S,2450   Glencoe Ave ,Venice,5.0,5.00 (5 0 0 0),3230.0,"$1,114.55","$3,600,000","$3,405,000",,"5,844",2017.0,36,34.0062857,-118.4543453,
,58.0,25541443,11,SFR,S,2337   Cloy Ave ,Venice,3.0,2.00 (1 1 0 0),1112.0,"$1,659.17","$1,845,000","$1,600,000",,"3,603",1951.0,29,33.986972,-118.4596393,
,1.0,25542389,11,SFR,S,729   Superba Ave ,Venice,4.0,3.00 (3 0 0 0),2669.0,$992.88,"$2,650,000","$2,480,000",,"3,399",1913.0,46,33.9922079,-118.4606342,
,34.0,25543617,11,SFR,S,666   Marr St ,Venice,3.0,2.00 (2 0 0 0),1991.0,$894.02,"$1,780,000","$1,660,000",,"2,613",1953.0,34,33.9875908,-118.4558425,
,1.0,25544199,11,SFR,S,1246   Morningside Way ,Venice,6.0,7.00 (6 0 1 0),5587.0,"$1,162.52","$6,495,000","$6,300,000",,"10,863",2025.0,40,34.0044329,-118.4564391,
,45.0,25544767,11,SFR,S,1029   Amoroso Pl ,Venice,3.0,3.00 (3 0 0 0),1831.0,"$1,419.99","$2,600,000","$2,590,000",,"4,332",1924.0,0,33.9961749,-118.4557683,
,1.0,25544925,11,SFR,S,749   Oxford Ave Ave ,Venice,3.0,3.00 (2 0 1 0),1753.0,"$1,423.27","$2,495,000","$2,490,000",,"2,428",2020.0,13,33.9861859,-118.452865,
,48.0,25546451,11,SFR,S,823   Oxford Ave ,Marina Del Rey,3.0,3.00 (3 0 0 0),2226.0,"$1,235.40","$2,750,000","$2,700,000",,"4,274",1973.0,12,33.9776848,-118.448647,
,1.0,25548219,11,SFR,S,717   Marco Pl ,Venice,4.0,3.00 (3 0 0 0),1910.0,"$1,044.50","$1,995,000","$1,958,000",,"3,600",1964.0,19,33.9917125,-118.4601025,
,13.0,25550081,11,SFR,S,1052   Palms Blvd ,Venice,4.0,6.00 (5 0 1 0),3770.0,"$1,021.22","$3,850,000","$3,850,000",,"6,063",2018.0,19,33.9985722,-118.4581134,
,44.0,25550967,11,SFR,S,839   Milwood Ave ,Venice,2.0,1.00 (1 0 0 0),918.0,"$1,955.34","$1,795,000","$1,785,000",,"4,378",1915.0,46,33.9951533,-118.4617415,
,1.0,25554607,11,SFR,S,2014   Glyndon Ave ,Venice,4.0,4.00 (4 0 0 0),5100.0,"$1,470.59","$7,500,000","$7,500,000",,"10,366",2010.0,0,34.000784,-118.4528664,
,1.0,25557739,11,SFR,S,2341   Clement Ave ,Venice,4.0,3.00 (3 0 0 0),1680.0,"$1,479.17","$2,485,000","$2,505,000",,"3,606",1951.0,8,33.9868372,-118.4612488,
,1.0,25571537,11,SFR,S,2040   Glencoe Ave ,Venice,3.0,2.00 (2 0 0 0),1261.0,"$1,348.14","$1,700,000","$1,700,000",,"5,468",1925.0,0,34.0062857,-118.4543453,
,1.0,25576917,11,SFR,S,618   Oxford Ave ,Venice,3.0,3.00 (3 0 0 0),3005.0,$971.71,"$2,920,000","$2,920,000",$450.00,"4,613",2001.0,0,33.9872442,-118.4575431,
,42.0,41097824CC,11,SFR,S,2228   Walnut Ave ,Unknown,3.0,3.00 (3 0 0 0),2400.0,$958.33,"$2,300,000","$2,400,000",,"5,843",1990.0,13,,,
,37.0,BB24221324MR,11,SFR,S,713   Flower AVE ,VENICE,2.0,2.00 (2 0 0 0),1680.0,$922.02,"$1,549,000","$1,550,000",$0.00,"5,798",1946.0,129,33.9998272,-118.4686697,
,,COMP24132325,11,SFR,S,2620   NAPLES AVE ,VENICE,2.0,1.00 (1 0 0 0),1322.0,"$1,743.57","$2,305,000","$2,305,000",,"6,221",1924.0,0,33.9929202,-118.452616,
,,COMP24133326,11,SFR,S,657   FLOWER AVE ,VENICE,3.0,1.00 (1 0 0 0),936.0,"$1,255.34","$1,175,000","$1,175,000",,"5,800",1922.0,0,33.999102,-118.4700359,
,,COMP24133358,11,SFR,S,816   VENEZIA AVE ,VENICE,5.0,2.00 (2 0 0 0),2066.0,"$1,355.28","$2,800,000","$2,800,000",,"4,200",1923.0,0,33.9924831,-118.4575463,
,,COMP24133608,11,SFR,S,821   SUPERBA AVE ,VENICE,3.0,3.00 (3 0 0 0),2419.0,"$1,467.55","$3,550,000","$3,550,000",,"3,144",1922.0,0,33.9935857,-118.4596769,
,,COMP24133798,11,SFR,S,1337   ABBOT KINNEY BLVD ,VENICE,1.0,1.00 (1 0 0 0),748.0,"$39,171.12","$29,300,000","$29,300,000",,"3,357",1908.0,0,33.9909389,-118.4668248,
,,COMP24135354,11,SFR,S,1040   VERNON AVE ,VENICE,4.0,2.00 (2 0 0 0),1615.0,"$1,065.02","$1,720,000","$1,720,000",,"5,000",1951.0,0,34.0033089,-118.4623913,
,,COMP24136082,11,SFR,S,28   23RD AVE ,VENICE,3.0,1.00 (1 0 0 0),2502.0,$411.47,"$1,029,500","$1,029,500",,"2,641",1939.0,0,33.9834636,-118.4698354,
,,COMP24136495,11,SFR,S,648   CRESTMOORE PL ,VENICE,3.0,2.00 (2 0 0 0),1725.0,"$2,608.70","$4,500,000","$4,500,000",,"4,206",1926.0,0,33.9887265,-118.4563232,
,,COMP24138118,11,SFR,S,516   SAN JUAN AVE ,VENICE,2.0,1.00 (1 0 0 0),833.0,"$2,010.80","$1,675,000","$1,675,000",,"5,201",1907.0,0,33.9922234,-118.4686883,
,,COMP24138827,11,SFR,S,237   5TH AVE ,VENICE,1.0,1.00 (1 0 0 0),657.0,"$2,283.11","$1,500,000","$1,500,000",,"4,129",1948.0,0,33.9987669,-118.4752627,
,,COMP24139084,11,SFR,S,2918   GRAYSON AVE ,VENICE,2.0,1.00 (1 0 0 0),2119.0,"$1,274.19","$2,700,000","$2,700,000",,"5,097",1948.0,0,33.9832202,-118.4627641,
,,COMP24139560,11,SFR,S,814   WOODLAWN AVE ,VENICE,3.0,2.00 (2 0 0 0),1463.0,"$1,469.58","$2,150,000","$2,150,000",,"5,654",1921.0,0,33.9914094,-118.4554864,
,,COMP24139640,11,SFR,S,1342   PRESTON WAY ,VENICE,3.0,2.00 (2 0 0 0),1800.0,"$1,527.78","$2,750,000","$2,750,000",,"10,898",1951.0,0,34.0034393,-118.453308,
,,COMP24140231,11,SFR,S,642   OXFORD AVE ,VENICE,3.0,3.00 (3 0 0 0),3005.0,$665.56,"$2,000,000","$2,000,000",,"3,508",2001.0,0,33.9870338,-118.4567419,
,,COMP24140351,11,SFR,S,2000   LOUELLA AVE ,VENICE,3.0,1.00 (1 0 0 0),1182.0,"$1,649.75","$1,950,000","$1,950,000",,"7,169",1948.0,0,34.001435,-118.452056,
,,COMP25140969,11,SFR,S,237   DIMMICK AVE ,VENICE,3.0,1.00 (1 0 0 0),1366.0,$651.54,"$890,000","$890,000",,"4,132",1948.0,0,33.9996468,-118.4738254,
,,COMP25141292,11,SFR,S,433   HOWLAND CANAL  ,VENICE,,1.00 (1 0 0 0),392.0,"$3,903.06","$1,530,000","$1,530,000",,"2,849",1921.0,0,33.9847215,-118.465075,
,,COMP25141341,11,SFR,S,2026   LOUELLA AVE ,VENICE,5.0,3.00 (3 0 0 0),892.0,"$1,905.83","$1,700,000","$1,700,000",,"5,460",1950.0,0,34.0011397,-118.4518302,
,,COMP25142425,11,SFR,S,2477   LOUELLA AVE ,VENICE,4.0,5.00 (5 0 0 0),3663.0,"$1,228.50","$4,500,000","$4,500,000",,"5,850",1921.0,0,33.998927,-118.4502807,
,,COMP25142922,11,SFR,S,349   7TH AVE ,VENICE,2.0,2.00 (2 0 0 0),942.0,"$1,656.05","$1,560,000","$1,560,000",,"2,654",1923.0,0,33.999807,-118.4691125,
,,COMP25143280,11,SFR,S,906   MILWOOD AVE ,VENICE,1.0,1.00 (1 0 0 0),564.0,"$2,526.60","$1,425,000","$1,425,000",,"4,376",1924.0,0,33.9960238,-118.4609087,
,,COMP25143789,11,SFR,S,2910   STRONGS DR ,VENICE,, (0 0 0 0),3310.0,"$1,287.01","$4,260,000","$4,260,000",,"3,084",1999.0,0,33.9809469,-118.4659494,
,,COMP25143825,11,SFR,S,745   MARCO PL ,VENICE,3.0,1.00 (1 0 0 0),1507.0,"$1,658.93","$2,500,000","$2,500,000",,"4,951",1913.0,0,33.992074,-118.4598513,
,,COMP25143872,11,SFR,S,2308   GRAND CANAL  ,VENICE,4.0,5.00 (5 0 0 0),3265.0,"$1,577.03","$5,149,000","$5,149,000",,"2,696",2010.0,0,33.9842314,-118.4684088,
,,COMP25144648,11,SFR,S,2412   WILSON AVE ,VENICE,2.0,1.00 (1 0 0 0),1014.0,"$1,577.91","$1,600,000","$1,600,000",,"3,600",1950.0,0,33.9862741,-118.4577557,
,,COMP25144691,11,SFR,S,1072   SUPERBA AVE ,VENICE,3.0,1.00 (1 0 0 0),1408.0,"$1,882.10","$2,650,000","$2,650,000",,"4,802",1926.0,0,33.9976383,-118.4564798,
,,COMP25145282,11,SFR,S,2446   PENMAR AVE ,VENICE,3.0,1.00 (1 0 0 0),1020.0,"$2,892.16","$2,950,000","$2,950,000",,"6,004",1952.0,0,33.9998041,-118.454909,
,,COMP25145618,11,SFR,S,543   RIALTO AVE ,VENICE,3.0,3.00 (3 0 0 0),2577.0,"$1,862.63","$4,800,000","$4,800,000",,"2,398",2005.0,0,33.989218,-118.465905,
,41.0,CV24065212MR,11,SFR,S,719   Coeur D Alene AVE ,VENICE,2.0,1.00 (1 0 0 0),710.0,"$2,359.15","$1,675,000","$1,675,000",$0.00,"4,202",1924.0,24,33.989197,-118.4541992,
,36.0,CV25098614MR,11,SFR,S,2218   Pacific AVE ,VENICE,2.0,2.00 (2 0 0 0),1080.0,"$1,342.59","$1,450,000","$1,300,000",$0.00,"2,861",1925.0,20,33.9841515,-118.4692628,
,3.0,DW24029483MR,11,SFR,S,631   Brooks AVE ,VENICE,3.0,1.00 (1 0 0 0),1319.0,"$1,156.18","$1,525,000","$1,550,000",$0.00,"5,268",1910.0,17,33.9959043,-118.4680179,
,24.0,DW24209285MR,11,SFR,S,1027   Pleasantview AVE ,VENICE,3.0,2.00 (2 0 0 0),1208.0,"$1,365.07","$1,649,000","$1,550,000",$0.00,"4,150",1947.0,102,33.9841779,-118.466189,
,4.0,IN23197759MR,11,SFR,S,1137   Nowita PL ,VENICE,3.0,2.00 (1 1 0 0),1524.0,"$1,082.68","$1,650,000","$1,572,433",$0.00,"4,782",1963.0,63,33.999368,-118.45647,
,52.0,LG24195724MR,11,SFR,S,2464   Walnut AVE ,VENICE,4.0,4.00 (3 0 1 0),3126.0,$927.67,"$2,899,900","$2,850,000",$0.00,"5,850",2008.0,20,33.9973272,-118.4516669,
,67.0,NDP2401372MR,11,SFR,S,2543   Walnut AVE ,VENICE,4.0,5.00 (5 0 0 0),3316.0,$301.57,"$1,000,000","$2,475,000",$0.00,"6,096",2022.0,44,33.9973272,-118.4516669,
,29.0,NDP2503014MR,11,SFR,S,107   Clubhouse AVE ,VENICE,2.0,1.00 (1 0 0 0),868.0,"$1,842.17","$1,599,000","$1,550,000",$0.00,"2,249",1910.0,62,33.9905402,-118.4737661,
,47.0,OC23190108MR,11,SFR,S,1113   Marco PL ,VENICE,4.0,4.00 (1 2 1 0),2192.0,"$1,140.05","$2,499,000","$2,425,000",$0.00,"4,000",2023.0,36,33.9979994,-118.4555461,
,31.0,OC24035130MR,11,SFR,S,668   Indiana AVE ,VENICE,3.0,1.00 (1 0 0 0),1020.0,"$1,563.73","$1,595,000","$1,530,000",$0.00,"5,280",1945.0,76,33.9969702,-118.4676656,
,38.0,OC24131328MR,11,SFR,S,648   Crestmoore PL ,VENICE,3.0,2.00 (2 0 0 0),1725.0,"$1,156.52","$1,995,000","$1,885,000",$0.00,"4,206",1926.0,66,33.9887265,-118.4563232,
,26.0,OC25009173MR,11,SFR,S,2214   Glencoe  ,VENICE,4.0,3.00 (2 1 0 0),2785.0,$754.04,"$2,100,000","$2,000,000",$0.00,"5,612",1927.0,118,34.0062857,-118.4543453,
,50.0,OC25035250MR,11,SFR,S,1040   Vernon AVE ,VENICE,3.0,3.00 (2 0 1 0),1615.0,"$1,455.11","$2,350,000","$2,310,000",$0.00,"5,000",1951.0,23,34.0033089,-118.4623913,
,25.0,P1-13856PF,11,SFR,S,524   Santa Clara AVE ,VENICE,2.0,1.00 (1 0 0 0),806.0,"$2,109.18","$1,699,999","$1,555,555",,"5,202",1948.0,60,33.9918337,-118.4674575,
,16.0,P1-15969PF,11,SFR,S,926   Garfield AVE ,VENICE,3.0,2.00 (1 1 0 0),1573.0,$889.38,"$1,399,000","$1,435,000",,"4,203",1947.0,41,33.9887564,-118.4528647,
,35.0,P1-21077PF,11,SFR,S,522   Indiana AVE ,VENICE,3.0,2.00 (2 0 0 0),1340.0,"$1,585.82","$2,125,000","$2,100,000",,"5,280",1923.0,90,33.9953834,-118.4706562,
,22.0,P1-21997PF,11,SFR,S,2809   Beach AVE ,VENICE,3.0,1.00 (1 0 0 0),1157.0,"$1,318.06","$1,525,000","$1,568,000",,"3,977",1942.0,31,33.9844189,-118.4617643,
,74.0,PV24054400MR,11,SFR,S,920   Marco PL ,VENICE,3.0,2.00 (2 0 0 0),1405.0,"$1,849.82","$2,599,000","$2,525,000",$0.00,"3,600",1927.0,17,33.9947992,-118.4577286,
,1.0,PV24137075MR,11,SFR,S,1084   Superba AVE ,VENICE,3.0,2.00 (2 0 0 0),1377.0,"$1,451.71","$1,999,000","$2,000,000",$0.00,"4,803",1927.0,15,33.9978428,-118.4563375,
,20.0,PW24201241MR,11,SFR,S,857   Milwood AVE ,VENICE,2.0,2.00 (0 2 0 0),843.0,"$1,601.42","$1,349,999","$1,349,999",$0.00,"2,515",1911.0,192,33.9953566,-118.4616003,
,38.0,PW24229451MR,11,SFR,S,245   Ruth AVE ,VENICE,2.0,1.00 (1 0 0 0),919.0,"$1,795.31","$1,649,888","$1,580,000",$0.00,"4,255",1941.0,229,34.0003334,-118.4721863,
,15.0,SB23204269MR,11,SFR,S,210   Dimmick AVE ,VENICE,3.0,2.00 (2 0 0 0),1450.0,"$1,275.86","$1,850,000","$1,834,000",$0.00,"4,133",1941.0,8,34.0001164,-118.4740272,
,38.0,SB24049669MR,11,SFR,S,62   Rose AVE ,VENICE,2.0,2.00 (2 0 0 0),1200.0,"$1,332.50","$1,599,000","$1,425,000",$0.00,"3,640",1907.0,185,33.9952699,-118.4791491,
,13.0,SB24074183MR,11,SFR,S,1016   Palms BLVD ,VENICE,2.0,1.00 (1 0 0 0),1036.0,"$1,543.44","$1,599,000","$1,300,000",$0.00,"6,063",1941.0,25,33.9978922,-118.458586,
,41.0,SB24103074MR,11,SFR,S,648   Angelus PL ,VENICE,2.0,3.00 (1 1 1 0),1304.0,"$1,457.06","$1,900,000","$1,950,000",$0.00,"3,005",1977.0,15,33.995044,-118.4668875,
,5.0,SB24238615MR,11,SFR,S,1116   Rose AVE ,VENICE,3.0,2.00 (2 0 0 0),1500.0,$863.33,"$1,295,000","$1,500,000",$0.00,"6,008",1954.0,14,34.0049869,-118.4607307,
,40.0,SB24242578MR,11,SFR,S,627   Sunset AVE ,VENICE,8.0,10.00 (10 0 0 0),5603.0,$892.29,"$4,999,500","$4,950,000",$0.00,"5,798",2020.0,169,33.9980605,-118.4697404,
,23.0,SB25013925MR,11,SFR,S,123   Breeze Ave ,VENICE,2.0,3.00 (2 0 1 0),1086.0,"$1,749.54","$1,900,000","$1,855,000",$0.00,"2,252",1909.0,9,33.9914369,-118.4744713,
,1.0,SB25022894MR,11,SFR,S,1033   Palms BLVD ,VENICE,5.0,6.00 (5 0 1 0),3515.0,$911.81,"$3,205,000","$3,205,000",$0.00,"5,750",2023.0,0,33.9982764,-118.458547,
,43.0,SB25081494MR,11,SFR,S,405   Howland Canal  ,VENICE,4.0,3.00 (2 0 1 0),1854.0,"$1,076.05","$1,995,000","$1,850,000",$0.00,"2,851",1921.0,39,33.984326,-118.4659782,
,1.0,SB25109069MR,11,SFR,S,2704   Strongs DR ,VENICE,2.0,2.00 (2 0 0 0),1723.0,"$1,247.82","$2,150,000","$1,700,000",$0.00,"2,610",1982.0,0,33.9820152,-118.4668853,
,29.0,SB25122199MR,11,SFR,S,232   Howland Canal  ,VENICE,3.0,2.00 (2 0 0 0),1475.0,"$1,354.58","$1,998,000","$2,000,000",$0.00,"2,852",1921.0,35,33.9832292,-118.466565,
,52.0,SR23222467MR,11,SFR,S,2314   Clement AVE ,VENICE,3.0,3.00 (3 0 0 0),2286.0,"$1,170.17","$2,675,000","$2,625,000",$0.00,"3,601",1953.0,44,33.9870493,-118.4610701,
,2.0,SR24005651MR,11,SFR,S,34   Breeze AVE ,VENICE,3.0,2.00 (2 0 0 0),1212.0,"$1,402.64","$1,700,000","$1,750,000",$0.00,"2,698",1908.0,26,33.9904436,-118.4756168,
,1.0,SR24027456MR,11,SFR,S,2104   Pisani PL ,VENICE,2.0,1.00 (1 0 0 0),1404.0,"$1,103.99","$1,550,000","$1,550,000",$0.00,"4,632",1911.0,0,33.9910543,-118.4572644,
,16.0,SR24093219MR,11,SFR,S,1000   Indiana AVE ,VENICE,3.0,2.00 (2 0 0 0),1452.0,"$1,584.02","$2,299,999","$2,285,000",$0.00,"5,104",1951.0,5,34.003175,-118.461525,
,33.0,SR24124568MR,11,SFR,S,1325   Appleton WAY ,VENICE,5.0,2.00 (2 0 0 0),1888.0,"$1,218.22","$2,300,000","$2,375,000",$0.00,"10,905",1951.0,27,34.0042642,-118.454592,
,29.0,SR24138565MR,11,SFR,S,2918   Clune AVE ,VENICE,2.0,1.00 (1 0 0 0),854.0,"$1,990.52","$1,699,900","$1,586,000",$0.00,"5,157",1940.0,66,33.9826129,-118.4634851,
,26.0,SR24157413MR,11,SFR,S,419   28th AVE ,VENICE,3.0,4.00 (4 0 0 0),3343.0,"$1,196.23","$3,999,000","$3,800,000",$0.00,"4,301",2012.0,206,33.9830576,-118.4644951,
,73.0,SR24159031MR,11,SFR,S,724   Flower AVE ,VENICE,3.0,2.00 (2 0 0 0),1279.0,"$1,562.16","$1,998,000","$1,960,000",$0.00,"5,794",1923.0,36,33.9998214,-118.4683125,
,27.0,SR24182966MR,11,SFR,S,2104   Pisani PL ,VENICE,2.0,2.00 (2 0 0 0),1404.0,"$1,492.17","$2,095,000","$2,095,000",$0.00,"4,632",1911.0,30,33.9910543,-118.4572644,
,11.0,SR25017374MR,11,SFR,S,1024   Palms BLVD ,VENICE,5.0,2.00 (2 0 0 0),1946.0,$847.89,"$1,650,000","$1,650,000",$0.00,"6,063",1924.0,6,33.9980433,-118.458481,
,32.0,SR25109371MR,11,SFR,S,929   Lake ST ,VENICE,3.0,2.00 (1 1 0 0),1500.0,"$1,233.33","$1,850,000","$1,900,000",$0.00,"4,818",1946.0,11,33.9997504,-118.4622217,
,19.0,TR24234472MR,11,SFR,S,1500   Louella AVE ,VENICE,3.0,2.00 (2 0 0 0),1050.0,"$1,514.29","$1,590,000","$1,625,000",$0.00,"5,963",1949.0,7,34.005885,-118.456024,
